"id","doc","unitSeq","Speaker","TurnSeq","IUSeq","Utterance","docTokenSeqFirst","docTokenSeqLast"
"1E9F8ABE2E3CF","NCCU-TM025-CN-FM_Ryan",659,"F:","336","617","(.) 那 個 有 戴 跟 沒戴 真的 [實 在 是] 差 --",3900,3912
"2BA3D8D766C83","NCCU-TM025-CN-FM_Ryan",660,"M:","337","618","[對 啊]",3913,3914
"F30EB6DC6852","NCCU-TM025-CN-FM_Ryan",661,"F:","338","619","(.) 差 ,",3915,3917
"8BAF58432B4D","NCCU-TM025-CN-FM_Ryan",662,"F:","338","620","(.) 差 [2天壤之別2] .",3918,3921
"24B9639EBE256","NCCU-TM025-CN-FM_Ryan",663,"M:","339","621","[2誇張2] .",3922,3923
"1CA4491E696B5","NCCU-TM025-CN-FM_Ryan",664,"M:","339","622","(...) 沒有 必要 騙 那麼 大 啦 .",3924,3931
"2B305DE91D053","NCCU-TM025-CN-FM_Ryan",665,"F:","340","623","(...) @@@ 每 一 個 都 [騙 很 大] .",3932,3941
"909BE7EFC8A0","NCCU-TM025-CN-FM_Ryan",666,"F:","340","623","基本上 @@ .",3942,3944
"28AAE0E63292C","NCCU-TM025-CN-FM_Ryan",667,"M:","341","624","[對 啊] .",3945,3947
"D0FBE17B8115","NCCU-TM025-CN-FM_Ryan",668,"M:","341","625","(...) 沒有 必要 騙 那麼 [2大2] .",3948,3954
"1DEDBD75991AF","NCCU-TM025-CN-FM_Ryan",669,"F:","342","626","[2你 看 那 種2] 沒 化妝 蠟黃 .",3955,3962
"2A69DBA34B10B","NCCU-TM025-CN-FM_Ryan",670,"F:","342","627","(.) 蠟黃 的 臉 .",3963,3967
"13B7491CA435C","NCCU-TM025-CN-FM_Ryan",671,"M:","343","628","(...) 結果 都 ,",3968,3971
"2433FC10E8B6A","NCCU-TM025-CN-FM_Ryan",672,"M:","343","629","(.) 不 敢 .",3972,3975
"169AAB18A3A97","NCCU-TM025-CN-FM_Ryan",673,"M:","343","630","(.) 不 敢 卸妝 見人 .",3976,3981
"2D10F27B9ABC3","NCCU-TM025-CN-FM_Ryan",674,"F:","344","631","(...) mhm .",3982,3984
"2992E887D1831","NCCU-TM025-CN-FM_Ryan",675,"F:","344","631","基本上 ,",3985,3986
"27C462F37E0D9","NCCU-TM025-CN-FM_Ryan",676,"F:","344","632","(.) 是 啦 .",3987,3990
"132179FFCFEFD","NCCU-TM025-CN-FM_Ryan",677,"M:","345","633","(...) 唉 .",3991,3993
"2644C98D1560C","NCCU-TM025-CN-FM_Ryan",678,"F:","346","634","(...) 你 今天 穿 這 件 不 會 熱 喔 .",3994,4004
"13D675887B23E","NCCU-TM025-CN-FM_Ryan",679,"F:","346","635","(...) [這 不是] 毛衣 嗎 ,",4005,4010
"D5FECB81CE49","NCCU-TM025-CN-FM_Ryan",680,"M:","347","636","[還 好 耶 ,",4011,4014
"1A96320DAB7D0","NCCU-TM025-CN-FM_Ryan",681,"M:","347","637","(.) 這件 不 會 很 厚 啊] ,",4015,4022
"AE0C2FDAB25C","NCCU-TM025-CN-FM_Ryan",682,"F:","348","638","(...) 是 喔 ,",4023,4026
"21B55645B3D77","NCCU-TM025-CN-FM_Ryan",683,"M:","349","639","(...) mhm ,",4027,4029
"17AEDE4000908","NCCU-TM025-CN-FM_Ryan",684,"M:","349","640","(...) 沒 想 到 它 也 是 會 有點 起 毛球 ,",4030,4041
"20A31430FF6E6","NCCU-TM025-CN-FM_Ryan",685,"F:","350","641","(...) 這件 不是 義大利 買 那 件 嗎 ,",4042,4050
"A5E074713D55","NCCU-TM025-CN-FM_Ryan",686,"M:","351","642","(.) 是 啊 ,",4051,4054
"1EAAEA444A9A","NCCU-TM025-CN-FM_Ryan",687,"F:","352","643","(.) 起 毛球 還 好 啦 ,",4055,4061
"FE15D570B235","NCCU-TM025-CN-FM_Ryan",688,"F:","352","644","(.) 那 刮一刮 就 好 了 ,",4062,4068
"33C3D28DD7776","NCCU-TM025-CN-FM_Ryan",689,"M:","353","645","(.) mhm ,",4069,4071
"2FFE4BA7621FD","NCCU-TM025-CN-FM_Ryan",690,"F:","354","646","(...) 不過 這 真的 是 ,",4072,4077
"21E9F68D529C7","NCCU-TM025-CN-FM_Ryan",691,"F:","354","647","(.) 放 到 洗衣機 ,",4078,4082
"1278923F16796","NCCU-TM025-CN-FM_Ryan",692,"F:","354","648","(.) 捲 也 都 不 會 有 什麼 那 個 ,",4083,4093
"2FA92A2CA182B","NCCU-TM025-CN-FM_Ryan",693,"M:","355","649","(.) 對 啊 .",4094,4097
"2D593B3B24DE3","NCCU-TM025-CN-FM_Ryan",694,"F:","356","650","(...) 真 好 @@ @ =@@ .",4098,4104
"137E36081BBC9","NCCU-TM025-CN-FM_Ryan",695,"M:","357","651","(...) 好像 是 多少 ,",4105,4109
"2BDC6E3DD65BA","NCCU-TM025-CN-FM_Ryan",696,"M:","357","652","(.) 二十九 歐元 .",4110,4113
"533FD62DAB9","NCCU-TM025-CN-FM_Ryan",697,"F:","358","653","(...) 忘記 了 .",4114,4117
"1853E9E56D33F","NCCU-TM025-CN-FM_Ryan",698,"F:","358","654","(.) 你 怎麼 記 得 那麼 清楚 .",4118,4125
"18796B201ED2E","NCCU-TM025-CN-FM_Ryan",699,"M:","359","655","(...) 很 便宜 啊 .",4126,4130
"4CD1DD72E0A8","NCCU-TM025-CN-FM_Ryan",700,"F:","360","656","(...) 二十九 歐元 ?",4131,4134
"13EC17F7AC26A","NCCU-TM025-CN-FM_Ryan",701,"F:","360","657","(...) 喔 對 啊 .",4135,4139
"9E06CE79E439","NCCU-TM025-CN-FM_Ryan",702,"F:","360","658","(.) 幾 百 塊 而已 呀 .",4140,4146
"1677D150C96DF","NCCU-TM025-CN-FM_Ryan",703,"F:","360","659","(...) 義大利 的 東西 都 好好 吃 喔 我 覺得 .",4147,4157
"A707A43BE7D","NCCU-TM025-CN-FM_Ryan",704,"M:","361","660","(...) mhm .",4158,4160
"33AC2E97E1FBA","NCCU-TM025-CN-FM_Ryan",705,"F:","362","661","(.) 你 有 沒有 覺得 .",4161,4166
"2C8D79B003F4F","NCCU-TM025-CN-FM_Ryan",706,"M:","363","662","(.) mhm .",4167,4169
"106804B773700","NCCU-TM025-CN-FM_Ryan",707,"F:","364","663","(.) 而且 我 覺得 他 的 連 他 的 提拉米蘇 都 特別 好吃 .",4170,4183
"21D2A7CBC8225","NCCU-TM025-CN-FM_Ryan",708,"M:","365","664","(...) mhm .",4184,4186
"3621D3339FEE8","NCCU-TM025-CN-FM_Ryan",709,"M:","365","665","(...) 真的 .",4187,4189
"97387BCB6ECF","NCCU-TM025-CN-FM_Ryan",710,"M:","365","666","(...) 而且 每 一 餐 都 有 紅酒 .",4190,4198
"215BC5A57DB86","NCCU-TM025-CN-FM_Ryan",711,"F:","366","667","(...) 這 不是 重點 [@@@] .",4199,4204
"8BCC4238DEFE","NCCU-TM025-CN-FM_Ryan",712,"M:","367","668","[這 是 重點] .",4205,4208
"3193044290747","NCCU-TM025-CN-FM_Ryan",713,"F:","368","669","對 我 來說 都 不是 重點 .",4209,4215
"317514947DC68","NCCU-TM025-CN-FM_Ryan",714,"M:","369","670","(.) 唉 .",4216,4218
"2C47367D7387F","NCCU-TM025-CN-FM_Ryan",715,"F:","370","671","(.) 我 就 覺得 東西 都 很 好吃 .",4219,4227
"1E6393A15DE7C","NCCU-TM025-CN-FM_Ryan",716,"M:","371","672","(...) 唉 .",4228,4230
"F36C68A35CCB","NCCU-TM025-CN-FM_Ryan",717,"M:","371","673","(.) 不會 喝 酒 啊 .",4231,4236
"22CD3DEB86D9E","NCCU-TM025-CN-FM_Ryan",718,"F:","372","674","(...) 不 愛 喝 .",4237,4241
"321598F52BF43","NCCU-TM025-CN-FM_Ryan",719,"F:","372","675","(.) 就 覺得 那 有 什麼 好喝 的 .",4242,4250
"305268628FCEC","NCCU-TM025-CN-FM_Ryan",720,"F:","372","676","(...) 苦苦 的 啊 .",4251,4255
"16E6D5E3949D6","NCCU-TM025-CN-FM_Ryan",721,"F:","372","677","(...) 我 唯一 覺得 比較 好喝 就 Choya .",4256,4264
"600032363CA9","NCCU-TM025-CN-FM_Ryan",722,"M:","373","678","(...) 喔 .",4265,4267
"1B3171FAEEAA0","NCCU-TM025-CN-FM_Ryan",723,"F:","374","679","(...) 那 個 梅酒 什麼 .",4268,4273
"1CC80F70D97CE","NCCU-TM025-CN-FM_Ryan",724,"F:","374","680","(...) Choya ?",4274,4276
"175C3B627DBE0","NCCU-TM025-CN-FM_Ryan",725,"M:","375","681","(...) 梅酒 很 可怕 .",4277,4281
"263BAE25B6AD6","NCCU-TM025-CN-FM_Ryan",726,"F:","376","682","(...) @@@=",4282,4283
"18286EC53F07B","NCCU-TM025-CN-FM_Ryan",727,"M:","377","683","(...) 會 讓 你 一直 在 [撞 地上] .",4284,4292
"7F987EC95F70","NCCU-TM025-CN-FM_Ryan",728,"F:","378","684","[@=]",4293,4293
"21A2A55E19994","NCCU-TM025-CN-FM_Ryan",729,"F:","378","685","(...) kong kong kong .",4294,4298
"218039899123B","NCCU-TM025-CN-FM_Ryan",730,"F:","378","686","(...) 會 酒 醉 .",4299,4303
"156C83D12DD08","NCCU-TM025-CN-FM_Ryan",731,"M:","379","687","(...) 對 啊 .",4304,4307
"275BFE8ABE21C","NCCU-TM025-CN-FM_Ryan",732,"F:","380","688","(...) 會 醉 倒 啦 .",4308,4313
